company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
GENETWORx,genetworx.com,Glen Allen,VA,United States,278,http://www.linkedin.com/company/genetworx,2011,Hospital/Healthcare,5,75060000,44,,,,,,,https://www.growjo.com/company/GENETWORx,https://www.indeed.com/jobs?q=company%3A(GENETWORx),491%,For Contact Direct Phone Numbers and Emails see Lead411
QOMPLX,qomplx.com,Tysons,VA ,United States,214,http://www.linkedin.com/company/qomplxinc,2015,Fintech,21,31030000,15,"Insurance, Finance Technology, Cyber Security, Analytics / Data",,,,,$107M,https://www.growjo.com/company/QOMPLX,https://www.indeed.com/jobs?q=company%3A(QOMPLX),29%,For Contact Direct Phone Numbers and Emails see Lead411
ID.me,id.me,McLean,VA,United States,363,http://www.linkedin.com/company/id.me,2010,IT Security,1,74052000,107,saas,"Moonshots Capital, BoxGroup, Blu Venture Investors",,,1500000000,$155.2M,https://www.growjo.com/company/ID.me,https://www.indeed.com/jobs?q=company%3A(ID.me),216%,For Contact Direct Phone Numbers and Emails see Lead411
Interos,interos.net,Arlington,VA ,United States,174,http://www.linkedin.com/company/interos-inc,2005,Tech Services,46,25230000,1,saas,,,,,$28.4M,https://www.growjo.com/company/Interos,https://www.indeed.com/jobs?q=company%3A(Interos),118%,For Contact Direct Phone Numbers and Emails see Lead411
HawkEye 360,he360.com,Herndon,VA,United States,102,http://www.linkedin.com/company/hawkeye-360,2015,Defense,3,31416000,19,,Raytheon Company,,,,$154.3M,https://www.growjo.com/company/HawkEye_360,https://www.indeed.com/jobs?q=company%3A(HawkEye 360),65%,For Contact Direct Phone Numbers and Emails see Lead411
NSIN - National Security Innovation Network,nsin.us,Arlington,VA ,United States,102,http://www.linkedin.com/company/nsinus,2015,Defense,62,31416000,1,"Advanced Materials, Machine Learning, Defense, Artificial Intelligence, Aerospace, Cyber, Space Travel, DOD/Military, Unmanned Air Systems, Cyber Security, Big Data Analytics, Drones, Space Flight Support, Medical Technologies, Cyber Physical Systems, Art",,,,,,https://www.growjo.com/company/NSIN_-_National_Security_Innovation_Network,https://www.indeed.com/jobs?q=company%3A(NSIN - National Security Innovation Network),96%,For Contact Direct Phone Numbers and Emails see Lead411
Expel,expel.io,Herndon,VA,United States,264,http://www.linkedin.com/company/expel,2016,IT Security,4,53856000,9,Information Security,Scale Venture Partners,,,,$117.5M,https://www.growjo.com/company/Expel,https://www.indeed.com/jobs?q=company%3A(Expel),29%,For Contact Direct Phone Numbers and Emails see Lead411
Grant Thornton Public Sector,grantthornton.com,Alexandria,VA ,United States,342,http://www.linkedin.com/company/gtpublicsector,,Consulting,408,,1,,,,,,,https://www.growjo.com/company/Grant_Thornton_Public_Sector,https://www.indeed.com/jobs?q=company%3A(Grant Thornton Public Sector),14%,For Contact Direct Phone Numbers and Emails see Lead411
Core4ce,core4ce.com,Reston,VA,United States,195,http://www.linkedin.com/company/core4ce-llc,2019,Tech Services,5,28275000,7,,,,,,,https://www.growjo.com/company/Core4ce,https://www.indeed.com/jobs?q=company%3A(Core4ce),282%,For Contact Direct Phone Numbers and Emails see Lead411
Steampunk,steampunk.com,McLean,VA ,United States,139,http://www.linkedin.com/company/steampunk-inc,,Tech Services,414,20155000,1,saas,,,,,,https://www.growjo.com/company/Steampunk,https://www.indeed.com/jobs?q=company%3A(Steampunk),10%,For Contact Direct Phone Numbers and Emails see Lead411
Two Six Technologies,twosixtech.com,Arlington,VA,United States,131,http://www.linkedin.com/company/twosixtechnologies,,Tech Services,6,18995000,38,,,,,,,https://www.growjo.com/company/Two_Six_Technologies,https://www.indeed.com/jobs?q=company%3A(Two Six Technologies),254%,For Contact Direct Phone Numbers and Emails see Lead411
Virtual Service Operations,vso-inc.com,Warrenton,VA,United States,216,http://www.linkedin.com/company/virtual-service-operations,2017,Tech Services,8,31320000,1,saas,,,,,,https://www.growjo.com/company/Virtual_Service_Operations,https://www.indeed.com/jobs?q=company%3A(Virtual Service Operations),272%,For Contact Direct Phone Numbers and Emails see Lead411
USA Millwork,usa-millwork.com,Manassas,VA,United States,140,http://www.linkedin.com/company/usamillwork,2018,Construction,10,40600000,42,,,,,,,https://www.growjo.com/company/USA_Millwork,https://www.indeed.com/jobs?q=company%3A(USA Millwork),226%,For Contact Direct Phone Numbers and Emails see Lead411
MotoRefi,motorefi.com,Arlington,VA,United States,107,http://www.linkedin.com/company/motorefi,2016,Fintech,11,13910000,32,"Financial Services, Automotive, Startups, Fin Tech",,,,,$24.1M,https://www.growjo.com/company/MotoRefi,https://www.indeed.com/jobs?q=company%3A(MotoRefi),81%,For Contact Direct Phone Numbers and Emails see Lead411
RangeForce,rangeforce.com,Manassas,VA,United States,122,http://www.linkedin.com/company/rangeforce,2014,IT Security,12,24888000,3,"Training, Cyber Security",,,,,$19.1M,https://www.growjo.com/company/RangeForce,https://www.indeed.com/jobs?q=company%3A(RangeForce),190%,For Contact Direct Phone Numbers and Emails see Lead411
Sheltering Arms Institute,shelteringarmsinstitute.com,Henrico,VA,United States,94,http://www.linkedin.com/company/sheltering-arms-institute,2020,Hospital/Healthcare,67,25380000,1,,,,,,,https://www.growjo.com/company/Sheltering_Arms_Institute,https://www.indeed.com/jobs?q=company%3A(Sheltering Arms Institute),262%,For Contact Direct Phone Numbers and Emails see Lead411
