company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
WIN: Women in Innovation,womenininnovation.co, New York,NY ,United States,88,http://www.linkedin.com/company/womenininnovation,2016,NonProfit,2164,,1,,,,,,,https://www.growjo.com/company/WIN:_Women_in_Innovation,https://www.indeed.com/jobs?q=company%3A(WIN: Women in Innovation),57%,For Contact Direct Phone Numbers and Emails see Lead411
BlockFi,blockfi.com,New York,NY,United States,505,http://www.linkedin.com/company/blockfi,2017,Fintech,1,65650000,100,saas,"ConsenSys Ventures, Valar Ventures, PUC",,,3000000000,$508.7M,https://www.growjo.com/company/BlockFi,https://www.indeed.com/jobs?q=company%3A(BlockFi),410%,For Contact Direct Phone Numbers and Emails see Lead411
Avocado Green Brands,avocadogreenmattress.com,Hoboken,NY ,United States,120,http://www.linkedin.com/company/avocado-green-mattress,2016,Consumer,731,30120000,1,,,,,,,https://www.growjo.com/company/Avocado_Green_Brands,https://www.indeed.com/jobs?q=company%3A(Avocado Green Brands),35%,For Contact Direct Phone Numbers and Emails see Lead411
Wanted,getwanted.com,New York,NY,United States,276,http://www.linkedin.com/company/wanted-official,2019,HRTech,2,17286000,10,saas,,,,,$2M,https://www.growjo.com/company/Wanted,https://www.indeed.com/jobs?q=company%3A(Wanted),646%,For Contact Direct Phone Numbers and Emails see Lead411
Kindbody,kindbody.com,New York,NY,United States,125,http://www.linkedin.com/company/kindbody,2018,Digital Health,3,15930000,38,"Healthcare, Medical, Women-Focused, Corporate Wellness, Health and Wellness, Healthcare Services, Fertility",,,,,$63.3M,https://www.growjo.com/company/Kindbody,https://www.indeed.com/jobs?q=company%3A(Kindbody),205%,For Contact Direct Phone Numbers and Emails see Lead411
Vault Health,vaulthealth.com,New York,NY,United States,291,http://www.linkedin.com/company/vaulthealth,2018,Digital Health,4,34830000,54,"Healthcare, Personal Health, Health and Wellness, Clinical Trials",,,,,$30M,https://www.growjo.com/company/Vault_Health,https://www.indeed.com/jobs?q=company%3A(Vault Health),494%,For Contact Direct Phone Numbers and Emails see Lead411
BigID,bigid.com,New York,NY,United States,286,http://www.linkedin.com/company/bigid,2016,IT Security,5,58344000,48,"saas, Privacy, Cybersecurity, Enterprise Software, Governance, Data Discovery","BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",,B2B,1000000000,$246.1M,https://www.growjo.com/company/BigID,https://www.indeed.com/jobs?q=company%3A(BigID),51%,For Contact Direct Phone Numbers and Emails see Lead411
LetsGetChecked,letsgetchecked.com,New York,NY,United States,385,http://www.linkedin.com/company/let's-get-checked,2014,Digital Health,6,65610000,45,,,,,,$113M,https://www.growjo.com/company/LetsGetChecked,https://www.indeed.com/jobs?q=company%3A(LetsGetChecked),183%,For Contact Direct Phone Numbers and Emails see Lead411
Public.com,public.com,New York,NY,United States,102,http://www.linkedin.com/company/publichello,2017,Fintech,7,13260000,21,Social Investing Platform,"Accel, Greycroft, Advancit Capital",,,1200000000,$308.5M,https://www.growjo.com/company/Public.com,https://www.indeed.com/jobs?q=company%3A(Public.com),183%,For Contact Direct Phone Numbers and Emails see Lead411
H1,h1insights.com,New York,NY,United States,168,http://www.linkedin.com/company/h1co,2017,Digital Health,8,10295000,37,saas,,,,,$70.9M,https://www.growjo.com/company/H1,https://www.indeed.com/jobs?q=company%3A(H1),223%,For Contact Direct Phone Numbers and Emails see Lead411
Fireblocks,fireblocks.com,New York,NY,United States,70,http://www.linkedin.com/company/fireblocks,2018,Fintech,9,9100000,10,saas,,,,,$179M,https://www.growjo.com/company/Fireblocks,https://www.indeed.com/jobs?q=company%3A(Fireblocks),150%,For Contact Direct Phone Numbers and Emails see Lead411
Attentive,attentivemobile.com,New York,NY,United States,748,http://www.linkedin.com/company/attentivemobile,2016,Martech,10,127250000,49,saas,Bain Capital Ventures,TechStars,,2200000000,$863M,https://www.growjo.com/company/Attentive,https://www.indeed.com/jobs?q=company%3A(Attentive),160%,For Contact Direct Phone Numbers and Emails see Lead411
Paige,paige.ai,New York,NY,United States,80,http://www.linkedin.com/company/paige-ai,2018,Digital Health,11,9860000,24,saas,,,,,$220M,https://www.growjo.com/company/Paige,https://www.indeed.com/jobs?q=company%3A(Paige),95%,For Contact Direct Phone Numbers and Emails see Lead411
Helbiz,helbiz.com,New York,NY,United States,122,http://www.linkedin.com/company/helbiz,2016,Transportation,12,40016000,37,,,,,,$52.9M,https://www.growjo.com/company/Helbiz,https://www.indeed.com/jobs?q=company%3A(Helbiz),69%,For Contact Direct Phone Numbers and Emails see Lead411
Lunchbox,lunchbox.io,New York,NY,United States,89,http://www.linkedin.com/company/lunchboxtechnologies,2019,Tech Services,13,12905000,27,saas,,,,,$22.1M,https://www.growjo.com/company/Lunchbox,https://www.indeed.com/jobs?q=company%3A(Lunchbox),324%,For Contact Direct Phone Numbers and Emails see Lead411
NYDIG,nydig.com,New York,NY,United States,75,http://www.linkedin.com/company/nydig,2017,Finance,14,15750000,20,,,,,,$405M,https://www.growjo.com/company/NYDIG,https://www.indeed.com/jobs?q=company%3A(NYDIG),317%,For Contact Direct Phone Numbers and Emails see Lead411
Unqork,unqork.com,New York,NY,United States,492,http://www.linkedin.com/company/unqork,2017,DevOps,15,56115000,86,"devops, saas, no code","Blackrock, capitalG, World Lab Innovation",,,2000000000,$365.2M,https://www.growjo.com/company/Unqork,https://www.indeed.com/jobs?q=company%3A(Unqork),78%,For Contact Direct Phone Numbers and Emails see Lead411
Squire,getsquire.com,New York,NY,United States,118,http://www.linkedin.com/company/squ%C4%ABr-technologies,2015,Tech Services,16,17110000,12,saas,,,,,$106.1M,https://www.growjo.com/company/Squire,https://www.indeed.com/jobs?q=company%3A(Squire),146%,For Contact Direct Phone Numbers and Emails see Lead411
Axonius,axonius.com,New York,NY,United States,170,http://www.linkedin.com/company/axonius,2017,IT Security,17,34680000,28,cybersecurity asset management,"Vertex Ventures Israel, Bessemer Venture Partners, Emerge",,,1200000000,$465M,https://www.growjo.com/company/Axonius,https://www.indeed.com/jobs?q=company%3A(Axonius),83%,For Contact Direct Phone Numbers and Emails see Lead411
