company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Persona,personanutrition.com,Snoqualmie,WA ,United States,82,http://www.linkedin.com/company/personanutrition,2017,Health,1986,22140000,2,,,,,,$4.5M,https://www.growjo.com/company/Persona,https://www.indeed.com/jobs?q=company%3A(Persona),61%,For Contact Direct Phone Numbers and Emails see Lead411
Rec Room,recroom.com,Seattle,WA,United States,95,http://www.linkedin.com/company/recroominc,2016,Tech Services,1,13775000,24,"Online Gaming, Virtual Reality","First Round Capital, Sequoia Capital, Index Ventures",,,1250000000,$149M,https://www.growjo.com/company/Rec_Room,https://www.indeed.com/jobs?q=company%3A(Rec Room),73%,For Contact Direct Phone Numbers and Emails see Lead411
Central Plateau Cleanup Company,cpcchanford.com,RICHLAND,WA,United States,180,http://www.linkedin.com/company/cpcchanford,,Environmental,19,37800000,3,,,,,,,https://www.growjo.com/company/Central_Plateau_Cleanup_Company,https://www.indeed.com/jobs?q=company%3A(Central Plateau Cleanup Company),374%,For Contact Direct Phone Numbers and Emails see Lead411
Nuheara,nuheara.com,Northbridge ,WA ,United States,44,http://www.linkedin.com/company/nuheara,2015,Electronics,2406,10780000,1,"Consumer Electronics,Hardware,Internet of Things",,,B2C,,$12.2M,https://www.growjo.com/company/Nuheara,https://www.indeed.com/jobs?q=company%3A(Nuheara),0%,For Contact Direct Phone Numbers and Emails see Lead411
Rad Power Bikes,radpowerbikes.com,Seattle,WA,United States,306,http://www.linkedin.com/company/rad-power-bikes,2007,Retail,2,69462000,92,"E-Commerce, Retail",IndieGoGo,,,,$175.3M,https://www.growjo.com/company/Rad_Power_Bikes,https://www.indeed.com/jobs?q=company%3A(Rad Power Bikes),92%,For Contact Direct Phone Numbers and Emails see Lead411
Highspot,highspot.com,Seattle,WA,United States,595,http://www.linkedin.com/company/highspot,2012,Salestech,3,80040000,82,"saas, Analytics,Human Resources Hr,Marketing,Marketing Analytics","Madrona Venture Group, Shasta Ventures, Salesforce Ventures",,B2B,2300000000,$396.9M,https://www.growjo.com/company/Highspot,https://www.indeed.com/jobs?q=company%3A(Highspot),23%,For Contact Direct Phone Numbers and Emails see Lead411
UNIFY Dots,unifydots.com,Seattle,WA,United States,220,http://www.linkedin.com/company/unifydots,2018,IT Consulting,4,31900000,3,Microsoft Dynamics,Individuals,,,,,https://www.growjo.com/company/UNIFY_Dots,https://www.indeed.com/jobs?q=company%3A(UNIFY Dots),293%,For Contact Direct Phone Numbers and Emails see Lead411
Social27 Inc.,social27.com,REDMOND,WA,United States,144,http://www.linkedin.com/company/social27,2007,Event Tech,5,20880000,7,saas,,,,,,https://www.growjo.com/company/Social27_Inc.,https://www.indeed.com/jobs?q=company%3A(Social27 Inc.),289%,For Contact Direct Phone Numbers and Emails see Lead411
Fabric,fabric.inc,Bellevue,WA,United States,105,http://www.linkedin.com/company/teamfabric,2017,Tech Services,6,15225000,32,saas,,,,,$53.5M,https://www.growjo.com/company/Fabric,https://www.indeed.com/jobs?q=company%3A(Fabric),106%,For Contact Direct Phone Numbers and Emails see Lead411
Ally.io,ally.io,Seattle,WA,United States,189,http://www.linkedin.com/company/allyio,2017,ProductivityTech,7,27405000,57,"OKRs, Objectives And Key Results, Business Performance, saas","Founders' Co-op, Accel, Tiger Global Management, Vulcan Capital",,,,$73M,https://www.growjo.com/company/Ally.io,https://www.indeed.com/jobs?q=company%3A(Ally.io),105%,For Contact Direct Phone Numbers and Emails see Lead411
