,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name
306,ME,43.643967,-70.923675,4095,c:158294,West Newfield,West Newfield ME 4095,Newfield Design,0,1/1/2008,6/1/2013,5/14/2012,5/14/2012,4.3699,4.3699,3.0553530479896267,4.754422568093387,0,1,662000,0,ME,0,0,0,0,1,manufacturing,0,0,0,0,0,0,0,0,0,1,c:158294,0,0,1,0,0,0,3.0,0,closed,newfield design
307,NY,40.73901,-73.997259,10011,c:58550,New York,New York NY 10011,Savored,1,1/1/2010,Still Operating,1/1/2010,1/10/2011,0.0,1.0247,2.0055,2.7315,12,2,3750000,2,NY,0,1,0,0,0,hospitality,0,0,0,0,0,0,0,0,0,1,c:58550,0,1,1,0,0,0,4.0,1,acquired,savored
308,CA,37.764726,-122.394523,94107,c:4,San Francisco,San Francisco CA 94107,Digg,1,10/11/2004,Still Operating,10/1/2005,7/12/2011,0.9726,6.7534,5.2466,9.1534,57,4,45000000,8,CA,1,0,0,0,0,news,0,0,0,0,0,0,0,0,0,1,c:4,0,0,1,1,1,1,4.6667,1,acquired,digg
309,NY,40.74731129999999,-73.95491820000002,11101,c:1475,Long Island City,Long Island City NY 11101,Songza,1,11/1/2007,Still Operating,9/19/2011,9/10/2013,3.8849,5.863,2.8356,6.1123,9,2,6700000,4,NY,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,c:1475,1,0,0,0,0,0,8.0,1,acquired,songza
310,CA,37.536402,-122.325129,94065,c:23134,Redwood City,Redwood City CA 94065,Bigfoot Networks,1,1/1/2006,Still Operating,3/6/2006,11/17/2009,0.1753,3.8795,2.0,4.474,12,3,20750000,2,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:23134,1,0,1,1,0,0,2.3333,1,acquired,bigfoot networks
311,CA,37.786942,-122.401245,94105,c:453,San Francisco,San Francisco CA 94105,Kongregate,1,1/1/2006,Still Operating,3/1/2007,7/2/2013,1.1616,7.5041,3.0553530479896267,4.754422568093387,5,4,19000000,0,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:453,0,0,1,1,1,0,2.0,1,acquired,kongregate
312,CA,37.778613,-122.395289,94107,c:30,San Francisco,San Francisco CA 94107,Powerset,1,10/1/2006,Still Operating,5/1/2006,6/1/2007,-0.4192,0.6658,3.0553530479896267,4.754422568093387,20,3,22500000,0,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:30,1,0,1,0,0,0,4.0,1,acquired,powerset
313,CA,37.792394,-122.402349,94104,c:282,San Francisco,San Francisco CA 94104,Kiptronic,1,5/1/2005,Still Operating,11/1/2005,6/5/2008,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:282,0,1,1,1,0,0,2.0,1,acquired,kiptronic
314,WA,39.78373,-100.445882,98104,c:6340,Seattle,Seattle WA 98104,Cozi Group,0,3/3/2005,1/31/2013,12/1/2005,12/27/2012,0.7479,7.8247,4.3151,5.9041,16,7,26390819,3,WA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:6340,1,0,1,1,0,0,1.3333,1,closed,cozi group
315,WA,47.582658,-122.135282,98007,c:9599,Bellevue,Bellevue WA 98007,Likewise Software,1,11/1/2004,Still Operating,4/30/2009,4/30/2009,4.4959,4.4959,3.0553530479896267,4.754422568093387,4,1,10000000,0,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:9599,0,0,0,0,1,0,3.0,1,acquired,likewise software
