,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name
204,CA,37.382376,-122.037607,94086,c:16066,Sunnyvale,Sunnyvale CA 94086,VoloMedia,0,1/1/2005,2/3/2011,4/20/2007,3/18/2008,2.2986,3.2110000000000003,3.5945,4.5753,4,2,12000000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:16066,0,0,0,1,1,0,2.0,1,closed,volomedia
205,CA,37.76690900000001,-122.406676,94103,c:220,San Francisco,San Francisco CA 94103,Flixster,1,1/20/2006,Still Operating,2/1/2006,4/4/2008,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:220,0,1,1,1,0,0,2.6667,1,acquired,flixster
206,CA,37.793148,-122.402567,94104,c:54,San Francisco,San Francisco CA 94104,Wesabe,0,12/1/2005,6/30/2010,2/1/2007,6/1/2007,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:54,0,1,1,0,0,0,1.5,1,closed,wesabe
207,CA,26.0524615,-80.1378809,95037,c:9730,Morgan Hill,Morgan Hill CA 95037,OfferLounge,0,1/1/2008,5/1/2010,1/1/2008,1/1/2008,0.0,0.0,3.0553530479896267,4.754422568093387,3,1,120000,0,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:9730,0,1,0,0,0,0,2.0,0,closed,offerlounge
208,CA,37.393679,-122.079017,94041,c:3122,Mountain View,Mountain View CA 94041,NeoEdge Networks,1,5/2/2002,Still Operating,6/8/2007,12/20/2010,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:3122,1,0,0,1,0,0,1.6667,0,acquired,neoedge networks
209,TX,30.435079,-97.770139,78729,c:36579,Austin,Austin TX 78729,SemiSouth Laboratories,0,7/1/2000,6/1/2013,6/14/2005,10/22/2010,4.9562,10.3151,3.0553530479896267,4.754422568093387,0,4,39000000,0,TX,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:36579,1,0,1,0,0,0,3.0,0,closed,semisouth laboratories
210,MA,42.345927,-71.55228699999998,01752-4603,c:43327,Marlborough,Marlborough MA 01752-4603,Camiant,1,1/1/2003,Still Operating,3/29/2005,1/11/2007,2.2411,4.0301,3.0553530479896267,4.754422568093387,3,2,16100000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:43327,0,0,0,1,1,0,2.5,1,acquired,camiant
211,CA,37.795191,-122.430411,94115,c:1789,San Francisco,San Francisco CA 94115,NuConomy,1,1/1/2006,Still Operating,4/1/2007,2/1/2008,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1789,0,1,1,0,0,0,2.0,1,acquired,nuconomy
212,CA,37.779281,-122.419236,94110,c:38339,San Francisco,San Francisco CA 94110,Flowtown,1,2/1/2009,Still Operating,8/25/2010,8/25/2010,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:38339,0,1,0,0,0,0,9.0,1,acquired,flowtown
213,GA,33.776834,-84.3895875,30308,c:13410,Atlanta,Atlanta GA 30308,GlobalCrypto,0,6/1/2006,7/6/2012,11/11/2008,11/11/2008,2.4493,2.4493,3.0553530479896267,4.754422568093387,0,2,1000000,0,GA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:13410,1,1,0,0,0,0,2.0,0,closed,globalcrypto
214,NY,40.730646,-73.986614,10154,c:43915,New York,New York NY 10154,Bioenvision,0,1/1/1996,8/13/2009,4/30/2007,4/30/2007,11.3342,11.3342,3.0553530479896267,4.754422568093387,3,1,7410000,0,NY,0,1,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:43915,1,0,0,0,0,0,3.0,1,closed,bioenvision
215,CA,37.404788,-121.940842,95134,c:37712,San Jose,San Jose CA 95134,Teranetics,1,1/1/2000,Still Operating,11/21/2006,5/27/2010,6.8932,10.4082,3.0553530479896267,4.754422568093387,5,3,52800000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:37712,1,0,0,0,1,0,5.3333,1,acquired,teranetics
216,CA,33.97279,-118.427578,90094,c:3288,Playa Vista,Playa Vista CA 90094,WebVisible,0,1/1/2001,10/1/2011,9/1/2005,2/11/2010,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3288,0,0,1,1,1,0,1.3333,1,closed,webvisible
217,CA,37.7983181,-122.4000032,94111,c:10179,San Francisco,San Francisco CA 94111,GoodGuide,1,12/1/2007,Still Operating,1/19/2009,8/26/2011,1.137,3.737,2.463,3.2164,14,3,14229998,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:10179,0,0,1,1,0,0,3.0,1,acquired,goodguide
218,CA,37.320309,-122.05004,95014,c:33869,Cupertino,Cupertino CA 95014,ViVu,1,1/1/2009,Still Operating,9/21/2009,6/9/2011,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,c:33869,0,0,1,1,0,0,2.5,1,acquired,vivu
219,NY,40.730646,-73.986614,10013,c:21528,New York,New York NY 10013,avVenta,1,1/1/2005,Still Operating,1/14/2009,1/14/2009,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:21528,0,0,1,0,0,0,1.0,0,acquired,avventa
220,RI,51.43247,-2.664213,2906,c:30820,Providence,Providence RI 2906,DiJiPOP,1,11/1/2008,Still Operating,8/1/2009,12/6/2010,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,RI,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:30820,0,1,0,0,0,0,1.5,1,acquired,dijipop
221,DC,38.897976,-77.028561,20005,c:25782,Washington,Washington DC 20005,Layer 7 Technologies,1,1/1/2003,Still Operating,10/26/2006,2/2/2009,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,DC,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:25782,1,0,0,1,0,0,2.0,1,acquired,layer 7 technologies
222,CA,37.781689,-122.391061,94107,c:278,San Francisco,San Francisco CA 94107,DeliveryEdge,0,9/1/2006,4/1/2009,12/1/2007,12/1/2007,1.2493,1.2493,2.589,2.589,6,1,1500000,1,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:278,0,0,0,0,0,0,1.0,0,closed,deliveryedge
