,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,link_name
612,CA,37.417002,-122.07871000000002,94043,c:15122,Mountain View,Mountain View CA 94043,Kace networks,1,1/1/2003,Still Operating,7/25/2005,5/22/2006,2.5644,3.389,8.1452,8.1452,7,2,11000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:15122,1,0,0,1,0,0,1.5,1,acquired,kace networks
613,NY,40.730646,-73.986614,10014,c:38019,New York,New York NY 10014,Thwapr,0,1/1/2007,7/20/2013,1/1/2009,1/1/2010,2.0027,3.0027,2.0877,4.0685,7,2,2000000,3,NY,0,1,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,c:38019,1,1,0,0,0,0,3.0,0,closed,thwapr
614,CA,40.234451,-111.658656,94103,c:4961,San Francisco,San Francisco CA 94103,Zinch,1,2/1/2007,Still Operating,12/1/2007,10/20/2009,0.8301,2.7178,4.2466,4.7918,17,2,5000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:4961,1,1,0,0,0,0,1.0,1,acquired,zinch
615,CA,37.320309,-122.05004,95014,c:41483,Cupertino,Cupertino CA 95014,Cloud.com,1,1/1/2008,Still Operating,1/1/2010,1/1/2010,2.0027,2.0027,3.6603,4.0795,12,1,11000000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:41483,0,0,0,1,0,0,3.0,1,acquired,cloud.com
616,CA,37.445667,-122.166911,94063,c:12348,Redwood City,Redwood City CA 94063,"Wildfire, a division of Google",1,7/1/2008,Still Operating,12/1/2008,12/1/2011,0.4192,3.4192,3.6027,4.8521,19,4,14100000,4,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:12348,0,1,1,1,0,0,2.25,1,acquired,"wildfire, a division of google"
617,CA,34.062504,-118.354605,90036,c:3202,Los Angeles,Los Angeles CA 90036,Authenticlick,0,8/5/2005,1/1/2009,2/1/2006,2/1/2006,0.4932,0.4932,2.2411,2.2411,8,1,5000000,1,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:3202,0,0,1,0,0,0,1.0,0,closed,authenticlick
618,WA,45.630695,-122.674456,98665,c:32144,Vancouver,Vancouver WA 98665,Idooble,0,1/1/2009,1/1/2012,1/1/2009,8/1/2010,0.0,1.5808,-0.1671,-0.1671,1,2,400000,1,WA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:32144,0,1,0,0,0,0,1.0,0,closed,idooble
619,CA,37.658313,-122.391032,94080,c:32023,South San Francisco,South San Francisco CA 94080,BioSeek,1,1/1/2000,Still Operating,5/23/2007,5/23/2007,7.3945,7.3945,4.0027,4.0027,4,1,10000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:32023,0,0,0,0,1,0,1.0,0,acquired,bioseek
620,MA,42.405685,-71.25585699999998,2451,c:1445,Waltham,Waltham MA 2451,xkoto,0,1/1/2005,10/1/2011,11/1/2005,1/26/2009,0.8329,4.0712,2.0,2.0,3,3,11035000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:1445,1,0,0,1,1,0,1.6667,1,closed,xkoto
621,MA,42.4717204,-71.26214350000002,2421,c:53686,Lexington,Lexington MA 2421,Coradiant,1,1/1/2000,Still Operating,8/22/2005,8/22/2005,5.6438,5.6438,8.0055,11.3288,9,1,12700000,2,MA,0,0,1,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:53686,0,0,0,0,0,1,4.0,1,acquired,coradiant
622,CA,39.78373,-100.445882,94566,c:50208,Pleasanton,Pleasanton CA 94566,QuantaLife,1,1/1/2008,Still Operating,12/13/2010,7/22/2011,2.9507,3.5562,0.0,0.0,3,2,20757182,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:50208,0,0,0,1,0,0,1.0,1,acquired,quantalife
